001
1
001
1
001
1
001
1
001
1
001
1
001
1
[1, 1, 150, 0, 150, 199, 50, 4, 26.0, 24.0, 26.0, 12.0, 26.0, 12.0, 0.0, 4.0, 1.0, 2.0, 26.0, 16.0, 26.0, 8.0]
[1, 2, 0, 0, 0, 4, 5, 1, 5.0, 0.0, 5.0, 0.0, 5.0, 0.0, 0.0, 0.0, 1.0, 0.0, 5.0, 0.0, 5.0, 0.0]
[1, 2, 0, 1, 5, 49, 45, 4, 45.0, 0.0, 45.0, 0.0, 45.0, 0.0, 0.0, 0.0, 1.0, 0.0, 45.0, 0.0, 45.0, 0.0]
[1, 2, 50, 0, 50, 99, 50, 4, 50.0, 0.0, 50.0, 0.0, 50.0, 0.0, 0.0, 0.0, 1.0, 0.0, 50.0, 0.0, 50.0, 0.0]
[1, 1, 0, 0, 0, 49, 50, 4, 50.0, 0.0, 50.0, 0.0, 50.0, 0.0, 0.0, 0.0, 1.0, 0.0, 50.0, 0.0, 50.0, 0.0]
[1, 1, 50, 0, 50, 93, 44, 4, 44.0, 0.0, 44.0, 0.0, 44.0, 0.0, 0.0, 0.0, 1.0, 0.0, 44.0, 0.0, 44.0, 0.0]
[1, 1, 50, 1, 94, 99, 6, 1, 6.0, 0.0, 6.0, 0.0, 6.0, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0, 0.0, 6.0, 0.0]
[1, 1, 100, 0, 100, 117, 18, 1, 18.0, 0.0, 18.0, 0.0, 18.0, 0.0, 0.0, 0.0, 1.0, 0.0, 18.0, 0.0, 18.0, 0.0]
[1, 1, 100, 1, 118, 135, 18, 4, 18.0, 0.0, 18.0, 0.0, 18.0, 0.0, 0.0, 0.0, 1.0, 0.0, 18.0, 0.0, 18.0, 0.0]
[1, 1, 100, 2, 136, 148, 13, 2, 6.0, 7.0, 6.0, 7.0, 6.0, 7.0, 0.0, 0.0, 1.0, 1.0, 6.0, 7.0, 6.0, 7.0]
[1, 1, 100, 3, 149, 149, 1, 4, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]
[1, 1, 150, 0, 150, 199, 50, 4, 26.0, 24.0, 26.0, 12.0, 26.0, 12.0, 0.0, 4.0, 1.0, 2.0, 26.0, 16.0, 26.0, 8.0]
[1, 2, 0, 0, 0, 4, 5, 1, 5.0, 0.0, 5.0, 0.0, 5.0, 0.0, 0.0, 0.0, 1.0, 0.0, 5.0, 0.0, 5.0, 0.0]
[1, 2, 0, 1, 5, 49, 45, 4, 45.0, 0.0, 45.0, 0.0, 45.0, 0.0, 0.0, 0.0, 1.0, 0.0, 45.0, 0.0, 45.0, 0.0]
[1, 2, 50, 0, 50, 99, 50, 4, 50.0, 0.0, 50.0, 0.0, 50.0, 0.0, 0.0, 0.0, 1.0, 0.0, 50.0, 0.0, 50.0, 0.0]
[1, 2, 100, 0, 100, 149, 50, 4, 50.0, 0.0, 50.0, 0.0, 50.0, 0.0, 0.0, 0.0, 1.0, 0.0, 50.0, 0.0, 50.0, 0.0]
[1, 1, 0, 0, 0, 49, 50, 4, 50.0, 0.0, 50.0, 0.0, 50.0, 0.0, 0.0, 0.0, 1.0, 0.0, 50.0, 0.0, 50.0, 0.0]
[1, 1, 50, 0, 50, 93, 44, 4, 44.0, 0.0, 44.0, 0.0, 44.0, 0.0, 0.0, 0.0, 1.0, 0.0, 44.0, 0.0, 44.0, 0.0]
[1, 1, 50, 1, 94, 99, 6, 1, 6.0, 0.0, 6.0, 0.0, 6.0, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0, 0.0, 6.0, 0.0]
[1, 1, 100, 0, 100, 117, 18, 1, 18.0, 0.0, 18.0, 0.0, 18.0, 0.0, 0.0, 0.0, 1.0, 0.0, 18.0, 0.0, 18.0, 0.0]
[1, 1, 100, 1, 118, 135, 18, 4, 18.0, 0.0, 18.0, 0.0, 18.0, 0.0, 0.0, 0.0, 1.0, 0.0, 18.0, 0.0, 18.0, 0.0]
[1, 1, 100, 2, 136, 148, 13, 2, 6.0, 7.0, 6.0, 7.0, 6.0, 7.0, 0.0, 0.0, 1.0, 1.0, 6.0, 7.0, 6.0, 7.0]
[1, 1, 100, 3, 149, 149, 1, 4, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]
[1, 1, 150, 0, 150, 199, 50, 4, 26.0, 24.0, 26.0, 12.0, 26.0, 12.0, 0.0, 4.0, 1.0, 2.0, 26.0, 16.0, 26.0, 8.0]
[1, 2, 0, 0, 0, 4, 5, 1, 5.0, 0.0, 5.0, 0.0, 5.0, 0.0, 0.0, 0.0, 1.0, 0.0, 5.0, 0.0, 5.0, 0.0]
[1, 2, 0, 1, 5, 49, 45, 4, 45.0, 0.0, 45.0, 0.0, 45.0, 0.0, 0.0, 0.0, 1.0, 0.0, 45.0, 0.0, 45.0, 0.0]
[1, 2, 50, 0, 50, 99, 50, 4, 50.0, 0.0, 50.0, 0.0, 50.0, 0.0, 0.0, 0.0, 1.0, 0.0, 50.0, 0.0, 50.0, 0.0]
[1, 2, 100, 0, 100, 149, 50, 4, 50.0, 0.0, 50.0, 0.0, 50.0, 0.0, 0.0, 0.0, 1.0, 0.0, 50.0, 0.0, 50.0, 0.0]
[1, 2, 150, 0, 150, 199, 50, 4, 12.0, 38.0, 12.0, 38.0, 12.0, 38.0, 0.0, 0.0, 1.0, 1.0, 12.0, 38.0, 12.0, 38.0]
003
1
[1, 1, 0, 0, 0, 49, 50, 4, 50.0, 0.0, 50.0, 0.0, 50.0, 0.0, 0.0, 0.0, 1.0, 0.0, 50.0, 0.0, 50.0, 0.0]
[1, 1, 50, 0, 50, 93, 44, 4, 44.0, 0.0, 44.0, 0.0, 44.0, 0.0, 0.0, 0.0, 1.0, 0.0, 44.0, 0.0, 44.0, 0.0]
[1, 1, 50, 1, 94, 99, 6, 1, 6.0, 0.0, 6.0, 0.0, 6.0, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0, 0.0, 6.0, 0.0]
[1, 1, 100, 0, 100, 117, 18, 1, 18.0, 0.0, 18.0, 0.0, 18.0, 0.0, 0.0, 0.0, 1.0, 0.0, 18.0, 0.0, 18.0, 0.0]
[1, 1, 100, 1, 118, 135, 18, 4, 18.0, 0.0, 18.0, 0.0, 18.0, 0.0, 0.0, 0.0, 1.0, 0.0, 18.0, 0.0, 18.0, 0.0]
[1, 1, 100, 2, 136, 148, 13, 2, 6.0, 7.0, 6.0, 7.0, 6.0, 7.0, 0.0, 0.0, 1.0, 1.0, 6.0, 7.0, 6.0, 7.0]
[1, 1, 100, 3, 149, 149, 1, 4, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]
[1, 1, 150, 0, 150, 199, 50, 4, 26.0, 24.0, 26.0, 12.0, 26.0, 12.0, 0.0, 4.0, 1.0, 2.0, 26.0, 16.0, 26.0, 8.0]
[1, 2, 0, 0, 0, 4, 5, 1, 5.0, 0.0, 5.0, 0.0, 5.0, 0.0, 0.0, 0.0, 1.0, 0.0, 5.0, 0.0, 5.0, 0.0]
[1, 2, 0, 1, 5, 49, 45, 4, 45.0, 0.0, 45.0, 0.0, 45.0, 0.0, 0.0, 0.0, 1.0, 0.0, 45.0, 0.0, 45.0, 0.0]
[1, 2, 50, 0, 50, 99, 50, 4, 50.0, 0.0, 50.0, 0.0, 50.0, 0.0, 0.0, 0.0, 1.0, 0.0, 50.0, 0.0, 50.0, 0.0]
[1, 2, 100, 0, 100, 149, 50, 4, 50.0, 0.0, 50.0, 0.0, 50.0, 0.0, 0.0, 0.0, 1.0, 0.0, 50.0, 0.0, 50.0, 0.0]
[1, 2, 150, 0, 150, 199, 50, 4, 12.0, 38.0, 12.0, 38.0, 12.0, 38.0, 0.0, 0.0, 1.0, 1.0, 12.0, 38.0, 12.0, 38.0]
[3, 1, 0, 0, 0, 16, 17, 2, 17.0, 0.0, 17.0, 0.0, 17.0, 0.0, 0.0, 0.0, 1.0, 0.0, 17.0, 0.0, 17.0, 0.0]
[3, 1, 0, 1, 17, 43, 27, 1, 27.0, 0.0, 27.0, 0.0, 27.0, 0.0, 0.0, 0.0, 1.0, 0.0, 27.0, 0.0, 27.0, 0.0]
[3, 1, 0, 2, 44, 49, 6, 3, 6.0, 0.0, 6.0, 0.0, 6.0, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0, 0.0, 6.0, 0.0]
[1, 1, 0, 0, 0, 49, 50, 4, 50.0, 0.0, 50.0, 0.0, 50.0, 0.0, 0.0, 0.0, 1.0, 0.0, 50.0, 0.0, 50.0, 0.0]
[1, 1, 50, 0, 50, 93, 44, 4, 44.0, 0.0, 44.0, 0.0, 44.0, 0.0, 0.0, 0.0, 1.0, 0.0, 44.0, 0.0, 44.0, 0.0]
[1, 1, 50, 1, 94, 99, 6, 1, 6.0, 0.0, 6.0, 0.0, 6.0, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0, 0.0, 6.0, 0.0]
[1, 1, 100, 0, 100, 117, 18, 1, 18.0, 0.0, 18.0, 0.0, 18.0, 0.0, 0.0, 0.0, 1.0, 0.0, 18.0, 0.0, 18.0, 0.0]
[1, 1, 100, 1, 118, 135, 18, 4, 18.0, 0.0, 18.0, 0.0, 18.0, 0.0, 0.0, 0.0, 1.0, 0.0, 18.0, 0.0, 18.0, 0.0]
[1, 1, 100, 2, 136, 148, 13, 2, 6.0, 7.0, 6.0, 7.0, 6.0, 7.0, 0.0, 0.0, 1.0, 1.0, 6.0, 7.0, 6.0, 7.0]
[1, 1, 100, 3, 149, 149, 1, 4, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]
[1, 1, 150, 0, 150, 199, 50, 4, 26.0, 24.0, 26.0, 12.0, 26.0, 12.0, 0.0, 4.0, 1.0, 2.0, 26.0, 16.0, 26.0, 8.0]
[1, 2, 0, 0, 0, 4, 5, 1, 5.0, 0.0, 5.0, 0.0, 5.0, 0.0, 0.0, 0.0, 1.0, 0.0, 5.0, 0.0, 5.0, 0.0]
[1, 2, 0, 1, 5, 49, 45, 4, 45.0, 0.0, 45.0, 0.0, 45.0, 0.0, 0.0, 0.0, 1.0, 0.0, 45.0, 0.0, 45.0, 0.0]
[1, 2, 50, 0, 50, 99, 50, 4, 50.0, 0.0, 50.0, 0.0, 50.0, 0.0, 0.0, 0.0, 1.0, 0.0, 50.0, 0.0, 50.0, 0.0]
[1, 2, 100, 0, 100, 149, 50, 4, 50.0, 0.0, 50.0, 0.0, 50.0, 0.0, 0.0, 0.0, 1.0, 0.0, 50.0, 0.0, 50.0, 0.0]
[1, 2, 150, 0, 150, 199, 50, 4, 12.0, 38.0, 12.0, 38.0, 12.0, 38.0, 0.0, 0.0, 1.0, 1.0, 12.0, 38.0, 12.0, 38.0]
[3, 1, 0, 0, 0, 16, 17, 2, 17.0, 0.0, 17.0, 0.0, 17.0, 0.0, 0.0, 0.0, 1.0, 0.0, 17.0, 0.0, 17.0, 0.0]
[3, 1, 0, 1, 17, 43, 27, 1, 27.0, 0.0, 27.0, 0.0, 27.0, 0.0, 0.0, 0.0, 1.0, 0.0, 27.0, 0.0, 27.0, 0.0]
[3, 1, 0, 2, 44, 49, 6, 3, 6.0, 0.0, 6.0, 0.0, 6.0, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0, 0.0, 6.0, 0.0]
[3, 1, 50, 0, 50, 65, 16, 3, 16.0, 0.0, 16.0, 0.0, 16.0, 0.0, 0.0, 0.0, 1.0, 0.0, 16.0, 0.0, 16.0, 0.0]
[3, 1, 50, 1, 66, 71, 6, 4, 6.0, 0.0, 6.0, 0.0, 6.0, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0, 0.0, 6.0, 0.0]
[3, 1, 50, 2, 72, 99, 28, 2, 28.0, 0.0, 28.0, 0.0, 28.0, 0.0, 0.0, 0.0, 1.0, 0.0, 28.0, 0.0, 28.0, 0.0]
[1, 1, 0, 0, 0, 49, 50, 4, 50.0, 0.0, 50.0, 0.0, 50.0, 0.0, 0.0, 0.0, 1.0, 0.0, 50.0, 0.0, 50.0, 0.0]
[1, 1, 50, 0, 50, 93, 44, 4, 44.0, 0.0, 44.0, 0.0, 44.0, 0.0, 0.0, 0.0, 1.0, 0.0, 44.0, 0.0, 44.0, 0.0]
[1, 1, 50, 1, 94, 99, 6, 1, 6.0, 0.0, 6.0, 0.0, 6.0, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0, 0.0, 6.0, 0.0]
[1, 1, 100, 0, 100, 117, 18, 1, 18.0, 0.0, 18.0, 0.0, 18.0, 0.0, 0.0, 0.0, 1.0, 0.0, 18.0, 0.0, 18.0, 0.0]
[1, 1, 100, 1, 118, 135, 18, 4, 18.0, 0.0, 18.0, 0.0, 18.0, 0.0, 0.0, 0.0, 1.0, 0.0, 18.0, 0.0, 18.0, 0.0]
[1, 1, 100, 2, 136, 148, 13, 2, 6.0, 7.0, 6.0, 7.0, 6.0, 7.0, 0.0, 0.0, 1.0, 1.0, 6.0, 7.0, 6.0, 7.0]
[1, 1, 100, 3, 149, 149, 1, 4, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]
[1, 1, 150, 0, 150, 199, 50, 4, 26.0, 24.0, 26.0, 12.0, 26.0, 12.0, 0.0, 4.0, 1.0, 2.0, 26.0, 16.0, 26.0, 8.0]
[1, 2, 0, 0, 0, 4, 5, 1, 5.0, 0.0, 5.0, 0.0, 5.0, 0.0, 0.0, 0.0, 1.0, 0.0, 5.0, 0.0, 5.0, 0.0]
[1, 2, 0, 1, 5, 49, 45, 4, 45.0, 0.0, 45.0, 0.0, 45.0, 0.0, 0.0, 0.0, 1.0, 0.0, 45.0, 0.0, 45.0, 0.0]
[1, 2, 50, 0, 50, 99, 50, 4, 50.0, 0.0, 50.0, 0.0, 50.0, 0.0, 0.0, 0.0, 1.0, 0.0, 50.0, 0.0, 50.0, 0.0]
[1, 2, 100, 0, 100, 149, 50, 4, 50.0, 0.0, 50.0, 0.0, 50.0, 0.0, 0.0, 0.0, 1.0, 0.0, 50.0, 0.0, 50.0, 0.0]
[1, 2, 150, 0, 150, 199, 50, 4, 12.0, 38.0, 12.0, 38.0, 12.0, 38.0, 0.0, 0.0, 1.0, 1.0, 12.0, 38.0, 12.0, 38.0]
[3, 1, 0, 0, 0, 16, 17, 2, 17.0, 0.0, 17.0, 0.0, 17.0, 0.0, 0.0, 0.0, 1.0, 0.0, 17.0, 0.0, 17.0, 0.0]
[3, 1, 0, 1, 17, 43, 27, 1, 27.0, 0.0, 27.0, 0.0, 27.0, 0.0, 0.0, 0.0, 1.0, 0.0, 27.0, 0.0, 27.0, 0.0]
[3, 1, 0, 2, 44, 49, 6, 3, 6.0, 0.0, 6.0, 0.0, 6.0, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0, 0.0, 6.0, 0.0]
[3, 1, 50, 0, 50, 65, 16, 3, 16.0, 0.0, 16.0, 0.0, 16.0, 0.0, 0.0, 0.0, 1.0, 0.0, 16.0, 0.0, 16.0, 0.0]
[3, 1, 50, 1, 66, 71, 6, 4, 6.0, 0.0, 6.0, 0.0, 6.0, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0, 0.0, 6.0, 0.0]
[3, 1, 50, 2, 72, 99, 28, 2, 28.0, 0.0, 28.0, 0.0, 28.0, 0.0, 0.0, 0.0, 1.0, 0.0, 28.0, 0.0, 28.0, 0.0]
[3, 1, 100, 0, 100, 149, 50, 2, 11.0, 39.0, 5.5, 39.0, 5.5, 39.0, 3.5, 0.0, 2.0, 1.0, 9.0, 39.0, 2.0, 39.0]
[1, 1, 0, 0, 0, 49, 50, 4, 50.0, 0.0, 50.0, 0.0, 50.0, 0.0, 0.0, 0.0, 1.0, 0.0, 50.0, 0.0, 50.0, 0.0]
[1, 1, 50, 0, 50, 93, 44, 4, 44.0, 0.0, 44.0, 0.0, 44.0, 0.0, 0.0, 0.0, 1.0, 0.0, 44.0, 0.0, 44.0, 0.0]
[1, 1, 50, 1, 94, 99, 6, 1, 6.0, 0.0, 6.0, 0.0, 6.0, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0, 0.0, 6.0, 0.0]
[1, 1, 100, 0, 100, 117, 18, 1, 18.0, 0.0, 18.0, 0.0, 18.0, 0.0, 0.0, 0.0, 1.0, 0.0, 18.0, 0.0, 18.0, 0.0]
[1, 1, 100, 1, 118, 135, 18, 4, 18.0, 0.0, 18.0, 0.0, 18.0, 0.0, 0.0, 0.0, 1.0, 0.0, 18.0, 0.0, 18.0, 0.0]
[1, 1, 100, 2, 136, 148, 13, 2, 6.0, 7.0, 6.0, 7.0, 6.0, 7.0, 0.0, 0.0, 1.0, 1.0, 6.0, 7.0, 6.0, 7.0]
[1, 1, 100, 3, 149, 149, 1, 4, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]
[1, 1, 150, 0, 150, 199, 50, 4, 26.0, 24.0, 26.0, 12.0, 26.0, 12.0, 0.0, 4.0, 1.0, 2.0, 26.0, 16.0, 26.0, 8.0]
[1, 2, 0, 0, 0, 4, 5, 1, 5.0, 0.0, 5.0, 0.0, 5.0, 0.0, 0.0, 0.0, 1.0, 0.0, 5.0, 0.0, 5.0, 0.0]
[1, 2, 0, 1, 5, 49, 45, 4, 45.0, 0.0, 45.0, 0.0, 45.0, 0.0, 0.0, 0.0, 1.0, 0.0, 45.0, 0.0, 45.0, 0.0]
[1, 2, 50, 0, 50, 99, 50, 4, 50.0, 0.0, 50.0, 0.0, 50.0, 0.0, 0.0, 0.0, 1.0, 0.0, 50.0, 0.0, 50.0, 0.0]
[1, 2, 100, 0, 100, 149, 50, 4, 50.0, 0.0, 50.0, 0.0, 50.0, 0.0, 0.0, 0.0, 1.0, 0.0, 50.0, 0.0, 50.0, 0.0]
[1, 2, 150, 0, 150, 199, 50, 4, 12.0, 38.0, 12.0, 38.0, 12.0, 38.0, 0.0, 0.0, 1.0, 1.0, 12.0, 38.0, 12.0, 38.0]
[3, 1, 0, 0, 0, 16, 17, 2, 17.0, 0.0, 17.0, 0.0, 17.0, 0.0, 0.0, 0.0, 1.0, 0.0, 17.0, 0.0, 17.0, 0.0]
[3, 1, 0, 1, 17, 43, 27, 1, 27.0, 0.0, 27.0, 0.0, 27.0, 0.0, 0.0, 0.0, 1.0, 0.0, 27.0, 0.0, 27.0, 0.0]
[3, 1, 0, 2, 44, 49, 6, 3, 6.0, 0.0, 6.0, 0.0, 6.0, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0, 0.0, 6.0, 0.0]
[3, 1, 50, 0, 50, 65, 16, 3, 16.0, 0.0, 16.0, 0.0, 16.0, 0.0, 0.0, 0.0, 1.0, 0.0, 16.0, 0.0, 16.0, 0.0]
[3, 1, 50, 1, 66, 71, 6, 4, 6.0, 0.0, 6.0, 0.0, 6.0, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0, 0.0, 6.0, 0.0]
[3, 1, 50, 2, 72, 99, 28, 2, 28.0, 0.0, 28.0, 0.0, 28.0, 0.0, 0.0, 0.0, 1.0, 0.0, 28.0, 0.0, 28.0, 0.0]
[3, 1, 100, 0, 100, 149, 50, 2, 11.0, 39.0, 5.5, 39.0, 5.5, 39.0, 3.5, 0.0, 2.0, 1.0, 9.0, 39.0, 2.0, 39.0]
[3, 1, 150, 0, 150, 163, 14, 2, 6.0, 8.0, 6.0, 8.0, 6.0, 8.0, 0.0, 0.0, 1.0, 1.0, 6.0, 8.0, 6.0, 8.0]
[3, 1, 150, 1, 164, 185, 22, 4, 18.0, 4.0, 18.0, 4.0, 18.0, 4.0, 0.0, 0.0, 1.0, 1.0, 18.0, 4.0, 18.0, 4.0]
[3, 1, 150, 2, 186, 199, 14, 3, 14.0, 0.0, 14.0, 0.0, 14.0, 0.0, 0.0, 0.0, 1.0, 0.0, 14.0, 0.0, 14.0, 0.0]
2
[1, 1, 0, 0, 0, 49, 50, 4, 50.0, 0.0, 50.0, 0.0, 50.0, 0.0, 0.0, 0.0, 1.0, 0.0, 50.0, 0.0, 50.0, 0.0]
[1, 1, 50, 0, 50, 93, 44, 4, 44.0, 0.0, 44.0, 0.0, 44.0, 0.0, 0.0, 0.0, 1.0, 0.0, 44.0, 0.0, 44.0, 0.0]
[1, 1, 50, 1, 94, 99, 6, 1, 6.0, 0.0, 6.0, 0.0, 6.0, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0, 0.0, 6.0, 0.0]
